"site_id","Date","DateTime","Value","Unit","CharacteristicName","USGSPCode","Result_ND","ResultSampleFractionText","BaseflowConditions"
"USGS-01120800",2019-05-06,2019-05-06 15:30:00,58,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01120800",2019-05-06,2019-05-06 15:30:00,46,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01161200",1972-09-13,1972-09-13 14:00:00,79,"mgLTDS","Total dissolved solids","00515",NA,"Dissolved",0
"USGS-01161200",1972-09-13,1972-09-13 14:00:00,74,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01161200",1972-09-13,1972-09-13 14:00:00,68,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119375",2018-06-04,2018-06-04 14:15:00,132,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01119375",2018-06-04,2018-06-04 14:15:00,112,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125520",2018-03-19,2018-03-19 17:45:00,132,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01125520",2018-03-19,2018-03-19 17:45:00,125,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01209710",2019-05-15,2019-05-15 15:10:00,187,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2019-05-15,2019-05-15 15:10:00,166,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01124000",2018-06-11,2018-06-11 12:45:00,153,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01171750",1971-09-22,1971-09-22 21:05:00,45,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2019-10-23,2019-10-23 14:00:00,83,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2019-10-23,2019-10-23 14:00:00,69,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01201487",2018-08-23,2018-08-23 16:30:00,309,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192050",2019-08-01,2019-08-01 13:00:00,222,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192050",2019-08-01,2019-08-01 13:00:00,194,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189995",2019-06-06,2019-06-06 17:45:00,112,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189995",2019-06-06,2019-06-06 17:45:00,103,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01209710",2018-09-24,2018-09-24 14:10:00,333,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01135300",1994-06-22,1994-06-22 15:20:00,147,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01135300",1994-06-22,1994-06-22 15:20:00,142,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01118500",1994-05-16,1994-05-16 16:20:00,69,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01118500",1994-05-16,1994-05-16 16:20:00,55,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01177300",1971-09-20,1971-09-20 21:20:00,121,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01196500",2019-09-26,2019-09-26 13:15:00,303,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01196500",2019-09-26,2019-09-26 13:15:00,302,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01171780",1971-09-23,1971-09-23 18:50:00,68,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01124000",2019-08-05,2019-08-05 13:30:00,181,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01124000",2019-08-05,2019-08-05 13:30:00,161,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2019-06-19,2019-06-19 13:45:00,82,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2019-06-19,2019-06-19 13:45:00,72,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01170600",1971-09-21,1971-09-21 13:35:00,80,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01118500",1981-09-01,1981-09-01 14:30:00,132,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01118500",1981-09-01,1981-09-01 14:30:00,125,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01170510",1973-10-02,1973-10-02 19:45:00,34,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01170100",2019-10-21,2019-10-21 16:20:00,57,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170100",2019-10-21,2019-10-21 16:20:00,60,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192500",2019-07-25,2019-07-25 16:30:00,246,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192500",2019-07-25,2019-07-25 16:30:00,236,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192500",2019-09-19,2019-09-19 16:15:00,310,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192500",2019-09-19,2019-09-19 16:15:00,302,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01198125",2018-08-20,2018-08-20 15:00:00,137,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01188000",2021-10-27,2021-10-27 15:30:00,64,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01188000",2021-10-27,2021-10-27 15:30:00,51,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125100",2019-07-08,2019-07-08 15:30:00,155,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125100",2019-07-08,2019-07-08 15:30:00,131,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125100",2018-05-03,2018-05-03 14:45:00,120,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01192050",2019-10-09,2019-10-09 13:15:00,199,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192050",2019-09-19,2019-09-19 13:15:00,199,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192050",2019-09-19,2019-09-19 13:15:00,174,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208049",2018-06-07,2018-06-07 13:30:00,153,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01201487",2019-05-02,2019-05-02 14:30:00,287,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01201487",2019-05-02,2019-05-02 14:30:00,269,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01120800",2018-07-12,2018-07-12 12:45:00,89,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01120800",2018-07-12,2018-07-12 12:45:00,76,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125100",2019-09-04,2019-09-04 15:00:00,116,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2019-03-11,2019-03-11 15:00:00,280,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2019-03-11,2019-03-11 15:00:00,249,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01138500",1982-05-27,1982-05-27 13:00:00,46,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01138500",1982-05-27,1982-05-27 13:00:00,40,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01173315",1994-10-07,1994-10-07 15:00:00,86,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01173315",1994-10-07,1994-10-07 15:00:00,38,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01124750",1976-05-04,1976-05-04 11:40:00,37,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01180800",1976-07-09,1976-07-09 15:00:00,99,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01170100",2013-06-03,2013-06-03 14:20:00,50,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170100",2013-06-03,2013-06-03 14:20:00,51,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01183610",2019-08-19,2019-08-19 18:45:00,133,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01183610",2019-08-19,2019-08-19 18:45:00,129,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01167000",1973-08-29,1973-08-29 22:15:00,98,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125100",2019-08-05,2019-08-05 15:15:00,148,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01125100",2019-08-05,2019-08-05 15:15:00,135,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01127000",2019-07-25,2019-07-25 14:00:00,84,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208500",2019-03-14,2019-03-14 16:30:00,212,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208500",2019-03-14,2019-03-14 16:30:00,190,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192704",2018-09-27,2018-09-27 16:30:00,155,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192704",2018-08-16,2018-08-16 17:00:00,278,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170100",2019-07-02,2019-07-02 15:30:00,59,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170100",2019-07-02,2019-07-02 15:30:00,52,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192050",2019-07-25,2019-07-25 13:15:00,195,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192050",2019-07-25,2019-07-25 13:15:00,183,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01203000",2019-07-16,2019-07-16 14:00:00,90,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01203000",2019-07-16,2019-07-16 14:00:00,83,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01172000",1974-10-22,1974-10-22 18:00:00,70,"mgLTDS","Total dissolved solids","00515",NA,"Dissolved",0
"USGS-01205500",2018-05-17,2018-05-17 16:00:00,157,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01205500",2018-05-17,2018-05-17 16:00:00,153,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192704",2019-10-07,2019-10-07 17:30:00,322,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192704",2019-10-07,2019-10-07 17:30:00,309,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192500",2019-10-09,2019-10-09 16:45:00,311,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170006",2019-04-18,2019-04-18 16:00:00,31,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01196500",2018-10-23,2018-10-23 13:45:00,304,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01203000",2018-09-18,2018-09-18 13:45:00,116,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2019-07-29,2019-07-29 14:10:00,274,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2019-07-29,2019-07-29 14:10:00,252,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01135300",1994-07-12,1994-07-12 18:10:00,142,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01125520",2019-06-05,2019-06-05 18:45:00,114,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01203000",2018-05-17,2018-05-17 13:15:00,110,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2019-09-04,2019-09-04 14:00:00,83,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2019-09-04,2019-09-04 14:00:00,105,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208049",2019-07-11,2019-07-11 11:45:00,224,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208049",2019-07-11,2019-07-11 11:45:00,210,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01200600",2019-06-04,2019-06-04 19:15:00,186,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192704",2018-06-13,2018-06-13 16:00:00,366,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01192704",2018-06-13,2018-06-13 16:00:00,346,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01183610",2019-06-17,2019-06-17 18:00:00,87,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2018-09-05,2018-09-05 13:40:00,93,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2019-07-24,2019-07-24 13:30:00,86,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189030",2019-04-15,2019-04-15 13:30:00,156,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01119375",2019-08-12,2019-08-12 16:15:00,91,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01208990",2019-10-07,2019-10-07 17:00:00,191,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01183610",2019-07-16,2019-07-16 16:15:00,117,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"21NYDECA_WQX-16011112",2008-07-01,2008-07-01 14:15:00,58,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01189030",2019-08-06,2019-08-06 13:30:00,320,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01177000",2019-09-17,2019-09-17 13:15:00,95,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"21NYDECA_WQX-16012100",2008-08-19,2008-08-19 14:45:00,246,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01184490",2019-06-27,2019-06-27 17:45:00,223,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2018-07-10,2018-07-10 16:20:00,361,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"21NYDECA_WQX-16012102",2008-04-09,2008-04-09 14:25:00,187,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01119375",2019-09-05,2019-09-05 15:45:00,91,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208049",2019-09-16,2019-09-16 18:15:00,194,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01208049",2019-09-16,2019-09-16 18:15:00,185,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01166500",2019-07-17,2019-07-17 13:30:00,120,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189995",2019-08-06,2019-08-06 18:00:00,106,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01196500",2019-08-26,2019-08-26 14:00:00,300,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01184000",2018-06-12,2018-06-12 14:40:00,93,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"21NYDECA_WQX-16012102",2008-10-29,2008-10-29 15:00:00,206,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16012100",2008-04-30,2008-04-30 15:15:00,180,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16012100",2008-07-30,2008-07-30 14:30:00,223,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01189030",2018-06-26,2018-06-26 13:30:00,297,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2019-05-08,2019-05-08 14:30:00,70,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01184000",2019-05-08,2019-05-08 14:30:00,57,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"21NYDECA_WQX-16012100",2008-10-29,2008-10-29 15:45:00,162,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01208049",2019-06-13,2019-06-13 13:45:00,141,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208049",2019-06-13,2019-06-13 13:45:00,130,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01170100",2019-08-29,2019-08-29 14:20:00,62,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01193500",2019-10-02,2019-10-02 15:45:00,103,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"21NYDECA_WQX-16012102",2008-04-30,2008-04-30 14:30:00,208,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16012100",2008-05-20,2008-05-20 15:00:00,187,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16011112",2008-04-29,2008-04-29 14:15:00,62,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01198125",2019-07-02,2019-07-02 14:45:00,205,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"21NYDECA_WQX-16011112",2008-05-20,2008-05-20 14:00:00,69,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01184000",2018-06-20,2018-06-20 15:30:00,106,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208500",2019-05-20,2019-05-20 15:15:00,133,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170100",2019-05-16,2019-05-16 15:20:00,46,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01209710",2019-10-07,2019-10-07 14:30:00,335,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2019-10-07,2019-10-07 14:30:00,307,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2018-07-25,2018-07-25 13:40:00,86,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"21NYDECA_WQX-16012102",2008-09-15,2008-09-15 14:15:00,220,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16011112",2008-07-28,2008-07-28 14:00:00,52,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16012100",2008-09-15,2008-09-15 15:00:00,174,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01209710",2019-06-24,2019-06-24 14:40:00,261,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184000",2019-06-26,2019-06-26 15:30:00,73,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"21NYDECA_WQX-16012102",2008-08-19,2008-08-19 14:10:00,261,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01166500",2019-08-22,2019-08-22 13:45:00,126,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01166500",2019-08-22,2019-08-22 13:45:00,117,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"21NYDECA_WQX-16012102",2008-07-01,2008-07-01 14:00:00,219,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16012100",2008-10-07,2008-10-07 06:00:00,214,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01209710",2022-07-05,2022-07-05 14:00:00,344,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01184490",2019-10-07,2019-10-07 13:30:00,250,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"21NYDECA_WQX-16012102",2008-10-07,2008-10-07 14:15:00,241,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16011112",2008-04-07,2008-04-07 14:15:00,45,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01209710",2019-08-12,2019-08-12 14:00:00,274,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01170006",2019-10-16,2019-10-16 17:15:00,50,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170006",2019-10-16,2019-10-16 17:15:00,39,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01137500",1994-08-29,1994-08-29 16:45:00,28,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01137500",1994-08-29,1994-08-29 16:45:00,34,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01201487",2019-06-03,2019-06-03 16:15:00,347,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"21NYDECA_WQX-16012100",2008-06-10,2008-06-10 15:10:00,223,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"21NYDECA_WQX-16011112",2008-10-06,2008-10-06 14:30:00,57,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01184000",2019-05-22,2019-05-22 14:30:00,59,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",1
"USGS-01184000",2019-05-22,2019-05-22 14:30:00,59,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01184490",2019-04-01,2019-04-01 12:45:00,198,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01184490",2019-04-01,2019-04-01 12:45:00,180,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01193500",2019-07-18,2019-07-18 13:15:00,87,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01193500",2019-07-18,2019-07-18 13:15:00,80,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189030",2019-10-08,2019-10-08 13:45:00,127,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01166500",2019-03-19,2019-03-19 13:30:00,93,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01183610",2019-04-16,2019-04-16 15:30:00,54,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01183610",2019-04-16,2019-04-16 15:30:00,46,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01170006",2019-07-17,2019-07-17 17:30:00,44,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170006",2019-07-17,2019-07-17 17:30:00,44,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01120800",2019-08-12,2019-08-12 13:45:00,64,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01192704",2021-10-20,2021-10-20 13:30:00,276,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",1
"USGS-01184000",2019-04-24,2019-04-24 13:30:00,49,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208049",2019-03-14,2019-03-14 13:45:00,182,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01208500",2021-07-27,2021-07-27 15:30:00,193,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01170100",2019-08-09,2019-08-09 14:40:00,63,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01209710",2019-04-22,2019-04-22 14:50:00,169,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01192704",2021-07-13,2021-07-13 13:15:00,215,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01188090",2019-07-01,2019-07-01 14:30:00,70,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01188090",2019-07-01,2019-07-01 14:30:00,62,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"CT_DEP01_WQX-15796",2016-09-20,2016-09-20 13:13:00,58.999956,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"CT_DEP01_WQX-16139",2016-10-28,2016-10-28 13:16:00,166.999996,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"CT_DEP01_WQX-14800",2016-10-05,2016-10-05 16:25:00,196.999967,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01125100",2021-06-15,2021-06-15 14:30:00,143,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"CT_DEP01_WQX-14361",2016-09-28,2016-09-28 16:55:00,376.999974,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"CT_DEP01_WQX-14370",2016-10-19,2016-10-19 15:09:00,312.999964,"mgLTDS","Total dissolved solids",NA,NA,NA,1
"CT_DEP01_WQX-14317",2016-10-05,2016-10-05 14:03:00,387.999952,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01119375",2019-05-06,2019-05-06 17:45:00,76,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"CT_DEP01_WQX-14392",2016-09-23,2016-09-23 18:43:00,303.99996,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01177000",2019-04-16,2019-04-16 12:15:00,60,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01177000",2019-04-16,2019-04-16 12:15:00,51,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"CT_DEP01_WQX-15499",2016-10-12,2016-10-12 16:24:00,99.999964,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01209710",2019-06-10,2019-06-10 16:00:00,252,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01184000",2021-04-21,2021-04-21 13:40:00,74,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"CT_DEP01_WQX-14474",2016-10-21,2016-10-21 16:13:00,188.999951,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01177000",2019-06-17,2019-06-17 13:30:00,84,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01177000",2019-06-17,2019-06-17 13:30:00,69,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"CT_DEP01_WQX-14414",2016-09-21,2016-09-21 13:27:00,348.999977,"mgLTDS","Total dissolved solids",NA,NA,NA,0
"USGS-01175670",1983-09-02,1983-09-02 18:00:00,49,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"CT_DEP01_WQX-14360",2016-10-19,2016-10-19 14:19:00,278.999984,"mgLTDS","Total dissolved solids",NA,NA,NA,1
"USGS-01209710",2019-08-19,2019-08-19 14:40:00,297,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189030",2019-09-12,2019-09-12 11:45:00,321,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01189030",2019-09-12,2019-09-12 11:45:00,334,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01203000",2021-09-16,2021-09-16 13:00:00,96,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
"USGS-01203000",2021-09-16,2021-09-16 13:00:00,89,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01208500",2019-07-11,2019-07-11 13:30:00,274,"mgLTDS","Total dissolved solids","70301",NA,"Dissolved",0
"USGS-01189030",2019-07-22,2019-07-22 12:15:00,334,"mgLTDS","Total dissolved solids","70300",NA,"Dissolved",0
